micro_hab_data_tbl_id,location_table_id,transect_code,fish_data_id,date,count,species,fl_mm,dist_to_bottom,depth,focal_velocity,velocity,surface_turbidity,percent_fine_substrate,percent_sand_substrate,percent_small_gravel_substrate,percent_large_gravel_substrate,percent_cobble_substrate,percent_boulder_substrate,percent_no_cover_inchannel,percent_small_woody_cover_inchannel,percent_large_woody_cover_inchannel,percent_submerged_aquatic_veg_inchannel,percent_undercut_bank,percent_no_cover_overhead,percent_cover_half_meter_overhead,percent_cover_more_than_half_meter_overhead,channel_geomorphic_unit,date_format_raw
641,28,6.3,,2001-07-17,0,,,,24,,0,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
642,28,6.4,,2001-07-17,0,,,,27,,0,0,0,10,60,30,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
643,28,9.1,,2001-07-17,0,,,,9,,0,0,0,0,100,0,0,0,80,10,0,10,0,100,0,0,pool,yyyy-mm-dd
644,28,9.2,,2001-07-17,0,,,,12,,0,0,0,0,90,10,0,0,80,10,0,10,0,100,0,0,pool,yyyy-mm-dd
645,28,9.3,,2001-07-17,0,,,,18,,0,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
646,28,9.4,,2001-07-17,0,,,,22,,0,0,0,15,70,15,0,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
647,28,12.1,,2001-07-17,0,,,,6,,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
648,28,12.2,,2001-07-17,0,,,,9,,0,0,0,0,90,10,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
649,28,12.3,,2001-07-17,0,,,,12,,0,0,0,0,80,20,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
650,28,12.4,,2001-07-17,0,,,,17,,0,0,0,10,60,30,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
651,28,15.1,,2001-07-17,0,,,,5,,0,0,0,0,90,10,0,0,100,0,0,0,0,90,10,0,pool,yyyy-mm-dd
652,28,15.2,,2001-07-17,0,,,,7,,0,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
653,28,15.3,,2001-07-17,0,,,,9,,0,0,0,0,70,30,0,0,90,0,0,10,0,85,15,0,pool,yyyy-mm-dd
654,28,15.4,,2001-07-17,0,,,,13,,0,0,0,0,60,40,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
655,28,18.1,,2001-07-17,0,,,,9,,0,0,0,0,70,30,0,0,90,0,0,10,0,90,10,0,pool,yyyy-mm-dd
656,28,18.2,,2001-07-17,0,,,,16,,0,0,0,50,30,20,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
657,28,18.3,,2001-07-17,0,,,,22,,0.37,0,0,40,40,20,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
658,28,18.4,,2001-07-17,0,,,,27,,0.72,0,0,30,40,30,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
659,28,21.1,,2001-07-17,0,,,,9,,0,0,0,0,60,40,0,0,90,0,0,10,0,90,10,0,pool,yyyy-mm-dd
660,28,21.2,,2001-07-17,0,,,,13,,0,0,0,20,80,0,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
661,28,21.3,,2001-07-17,0,,,,19,,0.32,0,0,40,50,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
662,28,21.4,,2001-07-17,0,,,,24,,0.94,0,0,50,0,50,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
663,28,24.1,,2001-07-17,0,,,,8,,0,0,0,20,80,0,0,0,100,0,0,0,0,70,30,0,pool,yyyy-mm-dd
664,28,24.2,,2001-07-17,0,,,,14,,0,0,0,30,50,20,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
665,28,24.3,,2001-07-17,0,,,,15,,0.49,0,0,0,60,40,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
666,28,24.4,,2001-07-17,0,,,,19,,0.56,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
667,29,0.1,,2001-07-17,0,,,,10,,0,0,0,10,80,10,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
668,29,0.2,,2001-07-17,0,,,,30,,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
669,29,0.3,,2001-07-17,0,,,,55,,0,0,0,10,80,10,0,0,70,30,0,0,0,100,0,0,pool,yyyy-mm-dd
670,29,0.4,,2001-07-17,0,,,,69,,0,0,0,80,20,0,0,0,45,55,0,0,0,100,0,0,pool,yyyy-mm-dd
671,29,3.1,,2001-07-17,0,,,,13,,0,0,0,0,85,15,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
672,29,3.2,,2001-07-17,0,,,,34,,0,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
673,29,3.3,,2001-07-17,0,,,,54,,0,0,0,10,80,10,0,0,50,0,0,50,0,100,0,0,pool,yyyy-mm-dd
674,29,3.4,,2001-07-17,0,,,,73,,0,0,0,30,70,0,0,0,70,0,0,30,0,100,0,0,pool,yyyy-mm-dd
675,29,6.1,,2001-07-17,0,,,,10,,0,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
676,29,6.2,,2001-07-17,0,,,,30,,0.22,0,0,0,90,10,0,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
677,29,6.3,,2001-07-17,0,,,,63,,0,0,0,0,100,0,0,0,10,0,0,90,0,100,0,0,pool,yyyy-mm-dd
678,29,6.4,,2001-07-17,0,,,,83,,0,0,0,25,75,0,0,0,80,10,0,10,0,100,0,0,pool,yyyy-mm-dd
679,29,9.1,,2001-07-17,0,,,,10,,0,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,pool,yyyy-mm-dd
680,29,9.2,,2001-07-17,0,,,,41,,0,0,0,0,80,20,0,0,75,25,0,0,0,100,0,0,pool,yyyy-mm-dd
681,29,9.3,,2001-07-17,0,,,,59,,0,0,0,0,100,0,0,0,50,0,0,50,0,100,0,0,pool,yyyy-mm-dd
682,29,9.4,,2001-07-17,0,,,,73,,0.63,0,0,0,85,15,0,0,65,35,0,0,0,100,0,0,glide margin,yyyy-mm-dd
683,29,12.1,,2001-07-17,0,,,,9,,0,0,0,0,90,10,0,0,100,0,0,0,0,90,10,0,glide margin,yyyy-mm-dd
684,29,12.2,,2001-07-17,0,,,,25,,0.56,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
685,29,12.3,,2001-07-17,0,,,,45,,0.6,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
686,29,12.4,,2001-07-17,0,,,,72,,0.7,0,0,10,80,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
687,29,15.1,,2001-07-17,0,,,,10,,0.56,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
688,29,15.2,,2001-07-17,0,,,,25,,1.09,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
689,29,15.3,,2001-07-17,0,,,,43,,1.29,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
690,29,15.4,,2001-07-17,0,,,,62,,0.85,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
691,29,18.1,,2001-07-17,0,,,,12,,0.51,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
692,29,18.2,,2001-07-17,0,,,,23,,1.13,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
693,29,18.3,,2001-07-17,0,,,,39,,1.03,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
694,29,18.4,,2001-07-17,0,,,,54,,1.32,0,0,10,70,20,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
695,29,21.1,,2001-07-17,0,,,,9,,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
696,29,21.2,,2001-07-17,0,,,,21,,0.88,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
697,29,21.3,,2001-07-17,0,,,,36,,0.85,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
698,29,21.4,,2001-07-17,0,,,,39,,1.54,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
699,29,24.1,,2001-07-17,0,,,,10,,0,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
700,29,24.2,,2001-07-17,0,,,,23,,0.56,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
701,29,24.3,,2001-07-17,0,,,,39,,0.9,0,0,0,70,30,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
702,29,24.4,,2001-07-17,0,,,,51,,0.94,0,0,0,80,20,0,0,90,10,0,0,0,100,0,0,glide,yyyy-mm-dd
703,30,0.1,,2001-07-17,0,,,,11,,0.85,0,0,10,40,50,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
704,30,0.2,,2001-07-17,0,,,,16,,1.24,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
705,30,0.3,,2001-07-17,0,,,,19,,1.55,0,0,0,80,10,10,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
706,30,0.4,,2001-07-17,0,,,,23,,2.3,0,0,0,15,70,15,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
707,30,3.1,,2001-07-17,0,,,,10,,1.14,0,0,10,50,40,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
708,30,3.2,,2001-07-17,0,,,,14,,1.45,0,0,0,25,60,15,0,90,0,0,10,0,100,0,0,glide,yyyy-mm-dd
709,30,3.3,,2001-07-17,0,,,,15,,1.58,0,0,0,60,40,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
710,30,3.4,,2001-07-17,0,,,,23,,1.88,20,0,0,75,25,0,0,100,0,0,0,0,100,0,0,riffle,yyyy-mm-dd
711,30,6.1,,2001-07-17,0,,,,13,,0.54,0,0,0,30,60,10,0,90,0,0,10,0,100,0,0,glide,yyyy-mm-dd
712,30,6.2,,2001-07-17,0,,,,19,,1.39,10,0,0,60,40,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
713,30,6.3,,2001-07-17,0,,,,17,,0.37,10,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
714,30,6.4,,2001-07-17,0,,,,27,,0.82,10,0,0,40,50,10,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
715,30,9.1,,2001-07-17,0,,,,13,,0,0,0,0,90,10,0,0,90,0,0,10,0,90,10,0,glide margin,yyyy-mm-dd
716,30,9.2,,2001-07-17,0,,,,17,,0,0,0,20,60,20,0,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
717,30,9.3,,2001-07-17,0,,,,25,,0.44,10,0,25,55,10,10,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
718,30,9.4,,2001-07-17,0,,,,31,,0.56,0,0,15,85,0,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
719,30,12.1,,2001-07-17,0,,,,15,,0,0,0,0,90,10,0,0,85,0,0,15,0,100,0,0,glide margin,yyyy-mm-dd
720,30,12.2,,2001-07-17,0,,,,20,,0.27,0,0,10,80,10,0,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
721,30,12.3,,2001-07-17,0,,,,29,,0.65,10,0,15,75,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
722,30,12.4,,2001-07-17,0,,,,35,,0.81,10,0,20,70,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
723,30,15.1,,2001-07-17,0,,,,21,,0,0,0,20,70,10,0,0,80,10,0,10,0,100,0,0,glide margin,yyyy-mm-dd
724,30,15.2,,2001-07-17,0,,,,25,,0.24,0,0,10,70,10,10,0,90,10,0,0,0,100,0,0,glide margin,yyyy-mm-dd
725,30,15.3,,2001-07-17,0,,,,37,,0.42,10,0,25,65,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
726,30,15.4,,2001-07-17,0,,,,39,,0.45,10,0,15,65,20,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
727,30,18.1,,2001-07-17,0,,,,13,,0.68,0,0,0,70,20,10,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
728,30,18.2,,2001-07-17,0,,,,16,,0.8,0,0,0,85,15,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
729,30,18.3,,2001-07-17,0,,,,11,,0.25,0,0,0,70,30,0,0,90,0,0,10,0,100,0,0,glide,yyyy-mm-dd
730,30,18.4,,2001-07-17,0,,,,14,,1.14,0,0,0,75,25,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
731,30,21.1,,2001-07-17,0,,,,12,,0.45,0,0,0,75,15,10,0,80,10,0,10,0,100,0,0,glide margin,yyyy-mm-dd
732,30,21.2,,2001-07-17,0,,,,17,,0.72,0,0,15,75,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
733,30,21.3,,2001-07-17,0,,,,26,,0.36,10,0,10,40,30,20,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
734,30,21.4,,2001-07-17,0,,,,29,,0.24,10,0,10,70,10,10,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
735,30,24.1,,2001-07-17,0,,,,11,,0,0,0,0,65,20,15,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
736,30,24.2,,2001-07-17,0,,,,15,,0.31,0,0,0,80,10,10,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
737,30,24.3,,2001-07-17,0,,,,21,,0.7,10,0,10,65,25,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
738,30,24.4,,2001-07-17,0,,,,29,,0.6,10,0,20,60,20,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
739,31,0.1,,2001-07-18,0,,,,9,,0,0,0,0,90,10,0,0,15,0,0,85,0,15,85,0,pool,yyyy-mm-dd
740,31,0.2,,2001-07-18,0,,,,23,,0,0,0,0,90,10,0,0,50,0,0,50,0,50,50,0,pool,yyyy-mm-dd
741,31,0.3,,2001-07-18,0,,,,36,,0,0,0,0,100,0,0,0,50,0,0,50,0,100,0,0,pool,yyyy-mm-dd
742,31,0.4,,2001-07-18,0,,,,50,,0,0,0,0,100,0,0,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
743,31,3.1,,2001-07-18,0,,,,9,,0,0,0,0,50,50,0,0,40,0,0,60,0,40,60,0,pool,yyyy-mm-dd
744,31,3.2,,2001-07-18,0,,,,20,,0,0,0,0,30,70,0,0,50,0,0,50,0,90,0,10,pool,yyyy-mm-dd
745,31,3.3,,2001-07-18,0,,,,36,,0,0,0,0,50,50,0,0,70,0,0,30,0,100,0,0,pool,yyyy-mm-dd
746,31,3.4,,2001-07-18,0,,,,54,,0,0,0,0,50,50,0,0,70,0,0,30,0,100,0,0,pool,yyyy-mm-dd
747,31,6.1,,2001-07-18,0,,,,8,,0,0,0,0,40,60,0,0,20,0,0,80,0,20,80,0,pool,yyyy-mm-dd
748,31,6.2,,2001-07-18,0,,,,29,,0,0,0,0,50,50,0,0,50,0,0,50,0,100,0,0,pool,yyyy-mm-dd
749,31,6.3,,2001-07-18,0,,,,51,,0,0,0,0,50,50,0,0,50,0,0,50,0,100,0,0,pool,yyyy-mm-dd
750,31,6.4,,2001-07-18,0,,,,63,,0,0,0,0,50,50,0,0,80,0,0,20,0,100,0,0,pool,yyyy-mm-dd
751,31,9.1,,2001-07-18,0,,,,8,,0,0,0,0,40,60,0,0,30,0,0,70,0,30,70,0,pool,yyyy-mm-dd
752,31,9.2,,2001-07-18,0,,,,25,,0,0,0,0,40,60,0,0,70,0,0,30,0,100,0,0,pool,yyyy-mm-dd
753,31,9.3,,2001-07-18,0,,,,41,,0,0,0,0,60,40,0,0,20,0,0,80,0,100,0,0,pool,yyyy-mm-dd
754,31,9.4,,2001-07-18,0,,,,60,,0,0,0,0,50,50,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
755,31,12.1,,2001-07-18,0,,,,11,,0,0,0,0,50,50,0,0,15,0,0,85,0,30,70,0,pool,yyyy-mm-dd
756,31,12.2,,2001-07-18,0,,,,27,,0,0,0,0,50,50,0,0,30,0,0,70,0,100,0,0,pool,yyyy-mm-dd
757,31,12.3,,2001-07-18,0,,,,41,,0,0,0,0,30,70,0,0,70,0,0,30,0,100,0,0,pool,yyyy-mm-dd
758,31,12.4,,2001-07-18,0,,,,55,,0,0,0,0,30,70,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
759,31,15.1,,2001-07-18,0,,,,4,,0,0,0,0,50,50,0,0,30,0,0,70,0,50,50,0,pool,yyyy-mm-dd
760,31,15.2,,2001-07-18,0,,,,21,,0,0,0,0,70,30,0,0,70,0,0,30,0,100,0,0,pool,yyyy-mm-dd
761,31,15.3,,2001-07-18,0,,,,38,,0,0,0,0,30,70,0,0,85,0,0,15,0,100,0,0,pool,yyyy-mm-dd
762,31,15.4,,2001-07-18,0,,,,55,,0,0,0,0,30,70,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
763,31,18.1,,2001-07-18,0,,,,8,,0,0,0,0,70,30,0,0,60,0,0,40,0,60,40,0,pool,yyyy-mm-dd
764,31,18.2,,2001-07-18,0,,,,18,,0,0,0,0,50,50,0,0,80,0,0,20,0,80,20,0,pool,yyyy-mm-dd
765,31,18.3,,2001-07-18,0,,,,33,,0,0,0,0,50,50,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
766,31,18.4,,2001-07-18,0,,,,45,,0,0,0,0,50,50,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
767,31,21.1,,2001-07-18,0,,,,8,,0,0,0,0,50,40,10,0,50,0,0,50,0,40,60,0,pool,yyyy-mm-dd
768,31,21.2,,2001-07-18,0,,,,20,,0,0,0,0,50,40,10,0,60,0,0,40,0,60,40,0,pool,yyyy-mm-dd
769,31,21.3,,2001-07-18,0,,,,38,,0,0,0,0,50,50,0,0,30,0,0,70,0,100,0,0,pool,yyyy-mm-dd
770,31,21.4,,2001-07-18,0,,,,52,,0,0,0,0,50,50,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
771,31,24.1,,2001-07-18,0,,,,10,,0,0,0,0,60,40,0,0,20,0,0,80,0,20,80,0,pool,yyyy-mm-dd
772,31,24.2,,2001-07-18,0,,,,24,,0,0,0,0,50,50,0,0,30,0,0,70,0,80,20,0,pool,yyyy-mm-dd
773,31,24.3,,2001-07-18,0,,,,43,,0,0,0,0,70,30,0,0,70,0,0,30,0,100,0,0,pool,yyyy-mm-dd
774,31,24.4,,2001-07-18,0,,,,53,,0,0,0,0,40,60,0,0,90,0,0,10,0,100,0,0,pool,yyyy-mm-dd
775,32,0.1,,2001-07-18,0,,,,3,,0,0,0,25,0,75,0,0,50,0,0,50,0,20,80,0,backwater,yyyy-mm-dd
776,32,0.2,,2001-07-18,0,,,,6,,0,0,0,20,20,60,0,0,80,0,0,20,0,65,35,0,backwater,yyyy-mm-dd
777,32,0.3,,2001-07-18,0,,,,11,,0,0,0,30,60,10,0,0,80,0,0,20,0,90,10,0,backwater,yyyy-mm-dd
778,32,0.4,,2001-07-18,0,,,,23,,0,0,0,60,30,10,0,0,100,0,0,0,0,100,0,0,backwater,yyyy-mm-dd
779,32,3.1,,2001-07-18,0,,,,14,,0,0,0,0,100,0,0,0,70,0,0,30,0,70,30,0,backwater,yyyy-mm-dd
780,32,3.2,,2001-07-18,0,,,,19,,0,0,0,20,70,10,0,0,100,0,0,0,0,100,0,0,backwater,yyyy-mm-dd
781,32,3.3,,2001-07-18,0,,,,30,,0,0,0,60,30,10,0,0,100,0,0,0,0,100,0,0,backwater,yyyy-mm-dd
782,32,3.4,,2001-07-18,0,,,,37,,0,0,0,90,10,0,0,0,100,0,0,0,0,100,0,0,backwater,yyyy-mm-dd
783,32,6.1,,2001-07-18,0,,,,10,,0,0,0,20,80,0,0,0,25,0,0,75,0,25,75,0,backwater,yyyy-mm-dd
784,32,6.2,,2001-07-18,0,,,,24,,0,0,0,90,10,0,0,0,90,0,0,10,0,100,0,0,backwater,yyyy-mm-dd
785,32,6.3,,2001-07-18,0,,,,30,,0,0,0,50,50,0,0,0,100,0,0,0,0,100,0,0,backwater,yyyy-mm-dd
786,32,6.4,,2001-07-18,0,,,,34,,0,0,0,10,90,0,0,0,100,0,0,0,0,100,0,0,backwater,yyyy-mm-dd
787,32,9.1,,2001-07-18,0,,,,9,,0,0,0,20,80,0,0,0,70,0,0,30,0,70,30,0,backwater,yyyy-mm-dd
788,32,9.2,,2001-07-18,0,,,,29,,0,0,0,80,20,0,0,0,90,0,0,10,0,100,0,0,backwater,yyyy-mm-dd
789,32,9.3,,2001-07-18,0,,,,35,,0,0,0,90,10,0,0,0,65,0,0,35,0,100,0,0,backwater,yyyy-mm-dd
790,32,9.4,,2001-07-18,0,,,,42,,0,0,0,90,10,0,0,0,90,0,0,10,0,100,0,0,backwater,yyyy-mm-dd
791,32,12.1,,2001-07-18,0,,,,5,,0,0,0,10,90,0,0,0,70,0,0,30,0,70,30,0,backwater,yyyy-mm-dd
792,32,12.2,,2001-07-18,0,,,,17,,0,0,0,10,90,0,0,0,100,0,0,0,0,100,0,0,backwater,yyyy-mm-dd
793,32,12.3,,2001-07-18,0,,,,29,,0,0,0,10,90,0,0,0,100,0,0,0,0,100,0,0,backwater,yyyy-mm-dd
794,32,12.4,,2001-07-18,0,,,,37,,0,0,0,50,50,0,0,0,90,10,0,0,0,100,0,0,backwater,yyyy-mm-dd
795,32,15.1,,2001-07-18,0,,,,5,,0,0,0,20,80,0,0,0,60,0,0,40,0,60,40,0,backwater,yyyy-mm-dd
796,32,15.2,,2001-07-18,0,,,,19,,0,0,0,10,90,0,0,0,90,0,0,10,0,100,0,0,backwater,yyyy-mm-dd
797,32,15.3,,2001-07-18,0,,,,27,,0,0,0,15,85,0,0,0,90,10,0,0,0,100,0,0,backwater,yyyy-mm-dd
798,32,15.4,,2001-07-18,0,,,,37,,0,0,0,50,50,0,0,0,90,10,0,0,0,100,0,0,backwater,yyyy-mm-dd
799,32,18.1,,2001-07-18,0,,,,4,,0,0,0,10,90,0,0,0,70,0,0,30,0,70,30,0,backwater,yyyy-mm-dd
800,32,18.2,,2001-07-18,0,,,,15,,0,0,0,10,90,0,0,0,90,0,0,10,0,100,0,0,backwater,yyyy-mm-dd
801,32,18.3,,2001-07-18,0,,,,26,,0,0,0,20,80,0,0,0,90,10,0,0,0,100,0,0,backwater,yyyy-mm-dd
802,32,18.4,,2001-07-18,0,,,,39,,0,0,0,60,40,0,0,0,90,10,0,0,0,100,0,0,backwater,yyyy-mm-dd
803,32,21.1,,2001-07-18,0,,,,7,,0,0,0,0,100,0,0,0,40,0,0,60,0,40,60,0,backwater,yyyy-mm-dd
804,32,21.2,,2001-07-18,0,,,,20,,0,0,0,15,85,0,0,0,75,10,0,15,0,90,10,0,backwater,yyyy-mm-dd
805,32,21.3,,2001-07-18,0,,,,28,,0,0,0,20,80,0,0,0,90,10,0,0,0,100,0,0,backwater,yyyy-mm-dd
806,32,21.4,,2001-07-18,0,,,,38,,0,0,0,25,75,0,0,0,90,0,0,10,0,100,0,0,backwater,yyyy-mm-dd
807,32,24.1,,2001-07-18,0,,,,5,,0,0,0,0,100,0,0,0,10,0,0,90,0,10,90,0,backwater,yyyy-mm-dd
808,32,24.2,,2001-07-18,0,,,,16,,0,0,0,0,100,0,0,0,85,0,0,15,0,85,15,0,backwater,yyyy-mm-dd
809,32,24.3,,2001-07-18,0,,,,25,,0,0,0,15,85,0,0,0,90,0,0,10,0,100,0,0,backwater,yyyy-mm-dd
810,32,24.4,,2001-07-18,0,,,,31,,0,0,0,25,75,0,0,0,100,0,0,0,0,100,0,0,backwater,yyyy-mm-dd
811,33,0.1,,2001-07-18,0,,,,12,,0,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
812,33,0.2,,2001-07-18,0,,,,32,,0,0,0,0,90,10,0,0,90,10,0,0,0,100,0,0,glide margin,yyyy-mm-dd
813,33,0.3,,2001-07-18,0,,,,47,,0,0,0,10,80,10,0,0,60,0,0,40,0,100,0,0,glide margin,yyyy-mm-dd
814,33,0.4,,2001-07-18,0,,,,54,,0.5,0,0,0,80,20,0,0,70,0,0,30,0,100,0,0,glide,yyyy-mm-dd
815,33,3.1,,2001-07-18,0,,,,12,,0,0,0,0,75,25,0,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
816,33,3.2,,2001-07-18,0,,,,28,,0.45,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
817,33,3.3,,2001-07-18,0,,,,35,,0.32,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
818,33,3.4,,2001-07-18,0,,,,44,,0.78,0,0,10,90,0,0,0,80,20,0,0,0,100,0,0,glide,yyyy-mm-dd
819,33,6.1,,2001-07-18,0,,,,12,,0,0,0,0,100,0,0,0,90,0,0,10,0,100,0,0,glide margin,yyyy-mm-dd
820,33,6.2,,2001-07-18,0,,,,21,,0.56,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
821,33,6.3,,2001-07-18,0,,,,27,,0.62,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
822,33,6.4,,2001-07-18,0,,,,32,,0.59,0,0,0,70,30,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
823,33,9.1,,2001-07-18,0,,,,11,,0,0,0,60,0,40,0,0,90,0,0,10,0,100,0,0,glide margin,yyyy-mm-dd
824,33,9.2,,2001-07-18,0,,,,21,,0.78,0,0,0,50,40,10,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
825,33,9.3,,2001-07-18,0,,,,28,,0.68,0,0,0,30,60,10,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
826,33,9.4,,2001-07-18,0,,,,38,,0.24,0,0,0,20,80,0,0,70,15,0,15,0,100,0,0,glide,yyyy-mm-dd
827,33,12.1,,2001-07-18,0,,,,10,,0,0,0,0,70,10,20,0,90,0,0,10,0,100,0,0,glide margin,yyyy-mm-dd
828,33,12.2,,2001-07-18,0,,,,21,,1.2,10,0,0,80,20,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
829,33,12.3,,2001-07-18,0,,,,30,,0.41,10,0,0,80,20,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
830,33,12.4,71,2001-07-18,1,speckled dace,50,0,34,0.20999999,0.21,0,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide,yyyy-mm-dd
831,33,15.1,,2001-07-18,0,,,,20,,0,0,0,0,0,60,40,0,90,0,0,10,0,100,0,0,glide margin,yyyy-mm-dd
832,33,15.2,,2001-07-18,0,,,,33,,0,0,0,0,60,40,0,0,100,0,0,0,0,100,0,0,glide margin,yyyy-mm-dd
