micro_hab_data_tbl_id,species_original,date
1201,NA,2001-07-12
1202,NA,2001-07-12
1203,NA,2001-07-12
1204,NA,2001-07-12
1205,NA,2001-07-12
1206,NA,2001-07-12
1207,NA,2001-07-12
1208,NA,2001-07-12
1209,NA,2001-07-12
1210,NA,2001-07-12
1211,NA,2001-07-12
1212,NA,2001-07-12
1213,NA,2001-07-12
1214,NA,2001-07-12
1215,NA,2001-07-12
1216,NA,2001-07-12
1217,NA,2001-07-12
1218,NA,2001-07-12
1219,NA,2001-07-12
1220,NA,2001-07-12
1221,NA,2001-07-12
1222,NA,2001-07-12
1223,NA,2001-07-12
1224,NA,2001-07-12
1225,NA,2001-07-12
1226,NA,2001-07-12
1227,NA,2001-07-12
1228,NA,2001-07-12
1229,NA,2001-07-12
1230,NA,2001-07-12
1231,NA,2001-07-12
1232,NA,2001-07-12
1233,NA,2001-07-12
1234,NA,2001-07-12
1235,NA,2001-07-12
1236,NA,2001-07-12
1237,NA,2001-07-12
1238,NA,2001-07-12
1239,NA,2001-07-12
1240,NA,2001-07-12
1241,NA,2001-07-12
1242,NA,2001-07-12
1243,NA,2001-07-12
1244,NA,2001-07-12
1245,NA,2001-07-12
1246,NA,2001-07-12
1247,NA,2001-07-12
1248,NA,2001-07-12
1249,NA,2001-07-12
1250,NA,2001-07-12
1251,NA,2001-07-12
1252,NA,2001-07-12
1253,NA,2001-07-12
1254,NA,2001-07-12
1255,NA,2001-07-12
1256,NA,2001-07-12
1257,NA,2001-07-12
1258,NA,2001-07-12
1259,NA,2001-07-12
1260,NA,2001-07-12
1261,NA,2001-07-12
1262,NA,2001-07-12
1263,NA,2001-07-12
1264,NA,2001-07-12
1265,NA,2001-07-12
1266,NA,2001-07-12
1267,NA,2001-07-12
1268,NA,2001-07-12
1269,NA,2001-07-12
1270,NA,2001-07-12
1271,NA,2001-07-12
1272,NA,2001-07-12
1273,NA,2001-07-12
1274,NA,2001-07-12
1275,NA,2001-07-12
1276,NA,2001-07-12
1277,NA,2001-07-12
1278,NA,2001-07-12
1279,NA,2001-06-19
1280,NA,2001-06-19
1281,NA,2001-06-19
1282,NA,2001-06-19
1283,NA,2001-06-19
1284,NA,2001-06-19
1285,NA,2001-06-19
1286,NA,2001-06-19
1287,NA,2001-06-19
1288,NA,2001-06-19
1289,NA,2001-06-19
1290,NA,2001-06-19
1291,NA,2001-06-19
1292,NA,2001-06-19
1293,NA,2001-06-19
1294,NA,2001-06-19
1295,NA,2001-06-19
1296,NA,2001-06-19
1297,NA,2001-06-19
1298,NA,2001-06-19
1299,NA,2001-06-19
1300,NA,2001-06-19
1301,NA,2001-06-19
1302,NA,2001-06-19
1303,NA,2001-06-19
1304,NA,2001-06-19
1305,NA,2001-06-19
1306,NA,2001-06-19
1307,NA,2001-06-19
1308,NA,2001-06-19
1309,NA,2001-06-19
1310,NA,2001-06-19
1311,NA,2001-06-19
1312,NA,2001-06-19
1313,NA,2001-06-19
1314,NA,2001-06-19
1315,NA,2001-06-19
1316,NA,2001-06-19
1317,NA,2001-06-19
1318,NA,2001-06-19
1319,NA,2001-06-19
1321,NA,2001-06-19
1322,NA,2001-06-19
1323,NA,2001-06-19
1324,NA,2001-06-19
1325,NA,2001-06-19
1326,NA,2001-06-19
1327,NA,2001-06-19
1328,NA,2001-06-19
1330,NA,2001-06-19
1331,NA,2001-06-19
1332,NA,2001-06-19
1333,NA,2001-06-19
1334,NA,2001-06-19
1335,NA,2001-06-19
1336,NA,2001-06-19
1337,NA,2001-06-19
1338,NA,2001-06-19
1339,NA,2001-06-19
1340,NA,2001-06-19
1341,NA,2001-06-19
1342,NA,2001-06-19
1343,NA,2001-06-19
1344,NA,2001-06-19
1345,NA,2001-06-19
1346,NA,2001-06-19
1347,NA,2001-06-19
1348,NA,2001-06-19
1349,NA,2001-06-19
1350,NA,2001-06-19
1351,NA,2001-06-19
1352,NA,2001-06-19
1353,NA,2001-06-19
1354,NA,2001-06-19
1355,NA,2001-06-19
1356,NA,2001-06-19
1357,NA,2001-06-19
1358,NA,2001-06-19
1359,NA,2001-06-19
1360,NA,2001-06-19
1361,NA,2001-06-19
1362,NA,2001-06-19
1363,NA,2001-06-19
1364,NA,2001-06-19
1365,NA,2001-06-19
1366,NA,2001-06-19
1367,NA,2001-06-19
1368,NA,2001-06-19
1369,NA,2001-06-19
1370,NA,2001-06-19
1371,NA,2001-06-19
1372,NA,2001-06-19
1373,NA,2001-06-19
1374,NA,2001-06-19
1375,NA,2001-06-19
1376,NA,2001-06-19
1377,NA,2001-06-19
1378,NA,2001-06-19
1379,NA,2001-06-19
1380,NA,2001-06-19
1381,NA,2001-06-19
1382,NA,2001-06-19
1383,NA,2001-06-19
1384,NA,2001-06-19
1385,NA,2001-06-19
1386,NA,2001-06-19
1387,NA,2001-06-19
1388,NA,2001-06-19
1389,NA,2001-06-19
1390,NA,2001-06-19
1391,NA,2001-06-19
1392,NA,2001-06-19
1393,NA,2001-06-19
1394,NA,2001-06-19
1395,NA,2001-06-19
1396,NA,2001-06-19
1397,NA,2001-06-19
1398,NA,2001-06-19
1399,NA,2001-06-19
1400,NA,2001-06-19
1401,NA,2001-06-19
1402,NA,2001-06-19
1403,NA,2001-06-19
1404,NA,2001-06-19
1405,NA,2001-06-19
1406,NA,2001-06-19
1407,NA,2001-06-19
1408,NA,2001-06-19
1409,NA,2001-06-19
1410,NA,2001-06-19
1411,NA,2001-06-19
1412,NA,2001-06-19
1413,NA,2001-06-19
1414,NA,2001-06-19
1415,NA,2001-06-19
1416,NA,2001-06-19
1417,NA,2001-06-19
1418,NA,2001-06-19
1419,NA,2001-06-19
1420,NA,2001-06-19
1421,NA,2001-06-19
1422,NA,2001-06-19
1423,NA,2001-06-19
1424,NA,2001-06-19
1425,NA,2001-06-19
1426,NA,2001-06-19
1427,NA,2001-06-19
1428,NA,2001-06-19
1429,NA,2001-06-19
1430,NA,2001-06-19
1431,NA,2001-06-19
1432,NA,2001-06-19
1433,NA,2001-06-19
1434,NA,2001-06-19
1435,NA,2001-06-19
1436,NA,2001-06-19
1437,NA,2001-06-19
1438,NA,2001-06-19
1439,NA,2001-06-19
1440,NA,2001-06-19
1441,NA,2001-06-19
1442,NA,2001-06-19
1443,NA,2001-06-19
1444,NA,2001-06-19
1445,NA,2001-06-19
1446,NA,2001-06-19
1447,NA,2001-06-19
1448,NA,2001-06-19
1449,NA,2001-06-19
1450,NA,2001-06-19
1451,NA,2001-06-19
1452,NA,2001-06-19
1453,NA,2001-06-19
1454,NA,2001-06-19
1455,NA,2001-06-19
1456,NA,2001-06-19
1457,NA,2001-06-19
1458,NA,2001-06-19
1459,NA,2001-06-19
1460,NA,2001-06-19
1461,NA,2001-06-19
1462,NA,2001-06-19
1463,NA,2001-06-19
1464,NA,2001-06-19
1465,NA,2001-06-19
1466,NA,2001-06-19
1467,NA,2001-06-19
1468,NA,2001-06-19
1469,NA,2001-06-19
1470,NA,2001-06-19
1471,NA,2001-06-19
1472,NA,2001-06-19
1473,NA,2001-06-19
1474,NA,2001-06-19
1475,NA,2001-06-19
1476,NA,2001-06-19
1477,NA,2001-06-19
1478,NA,2001-06-19
1479,NA,2001-06-19
1480,NA,2001-06-19
1481,NA,2001-06-19
1482,NA,2001-06-19
1483,NA,2001-06-19
1484,NA,2001-06-19
1485,NA,2001-06-19
1486,NA,2001-06-19
1487,NA,2001-06-19
1488,NA,2001-06-19
1489,NA,2001-06-19
1490,NA,2001-06-19
1491,NA,2001-06-19
1492,NA,2001-06-19
1493,NA,2001-06-19
1494,NA,2001-06-19
1495,NA,2001-06-19
1496,NA,2001-06-19
1497,NA,2001-06-19
1498,NA,2001-06-19
1499,NA,2001-06-19
1500,NA,2001-06-19
1501,NA,2001-06-19
1502,NA,2001-06-19
1503,NA,2001-06-19
1504,NA,2001-06-19
1505,NA,2001-06-19
1506,NA,2001-06-19
1507,NA,2001-06-19
1508,NA,2001-06-19
1509,NA,2001-06-19
1510,NA,2001-06-19
1511,NA,2001-06-19
1512,NA,2001-06-19
1513,NA,2001-06-19
1514,NA,2001-06-19
1515,NA,2001-06-19
1516,NA,2001-06-19
1517,NA,2001-06-19
1518,NA,2001-06-19
1519,NA,2001-06-19
1520,NA,2001-06-19
1521,NA,2001-06-19
1522,NA,2001-06-19
1523,NA,2001-06-19
1524,NA,2001-06-19
1525,NA,2001-06-19
1526,NA,2001-06-19
1527,NA,2001-06-19
1528,NA,2001-06-19
1529,NA,2001-06-19
1530,NA,2001-06-19
1531,NA,2001-06-11
1532,NA,2001-06-11
1533,NA,2001-06-11
1534,NA,2001-06-11
1535,NA,2001-06-11
1536,NA,2001-06-11
1537,NA,2001-06-11
1540,NA,2001-06-11
1541,NA,2001-06-11
1542,NA,2001-06-11
1543,NA,2001-06-11
1544,NA,2001-06-11
1545,NA,2001-06-11
1547,NA,2001-06-11
1548,NA,2001-06-11
1549,NA,2001-06-11
1550,NA,2001-06-11
1551,NA,2001-06-11
1552,NA,2001-06-11
1555,NA,2001-06-11
1556,NA,2001-06-11
1557,NA,2001-06-11
1558,NA,2001-06-11
1559,NA,2001-06-11
1560,NA,2001-06-11
1561,NA,2001-06-11
1563,NA,2001-06-11
1565,NA,2001-06-11
1566,NA,2001-06-11
1567,NA,2001-06-11
1568,NA,2001-06-11
1569,NA,2001-06-11
1570,NA,2001-06-11
1571,NA,2001-06-11
1572,NA,2001-06-11
1573,NA,2001-06-11
1574,NA,2001-06-11
1575,NA,2001-06-11
1576,NA,2001-06-11
1577,NA,2001-06-11
1578,NA,2001-06-11
1579,NA,2001-06-11
1580,NA,2001-06-11
1581,NA,2001-06-11
1582,NA,2001-06-11
1583,NA,2001-06-11
1584,NA,2001-06-11
1585,NA,2001-06-11
1586,NA,2001-06-11
1587,NA,2001-06-11
1588,NA,2001-06-11
1589,NA,2001-06-11
1590,NA,2001-06-11
1591,NA,2001-06-11
1592,NA,2001-06-11
1593,NA,2001-06-11
1594,NA,2001-06-11
1595,NA,2001-06-11
1596,NA,2001-06-11
1598,NA,2001-06-11
1599,NA,2001-06-11
1600,NA,2001-06-11
1601,NA,2001-06-11
1602,NA,2001-06-11
1603,NA,2001-06-11
1604,NA,2001-06-11
1605,NA,2001-06-11
1606,NA,2001-06-11
1607,NA,2001-06-11
1608,NA,2001-06-11
1609,NA,2001-06-11
1610,NA,2001-06-11
1611,NA,2001-06-11
1612,NA,2001-06-11
1613,NA,2001-06-11
1614,NA,2001-06-11
1615,NA,2001-06-11
1616,NA,2001-06-11
1617,NA,2001-06-11
1618,NA,2001-06-11
1619,NA,2001-06-11
1620,NA,2001-06-11
1621,NA,2001-06-11
1622,NA,2001-06-11
1623,NA,2001-06-11
1624,NA,2001-06-11
1625,NA,2001-06-11
1626,NA,2001-06-11
1627,NA,2001-06-11
1628,NA,2001-06-11
1629,NA,2001-06-11
1630,NA,2001-06-11
1631,NA,2001-06-11
1632,NA,2001-06-11
1633,NA,2001-06-11
1634,NA,2001-06-11
1635,NA,2001-06-11
1636,NA,2001-06-11
1637,NA,2001-06-11
1638,NA,2001-06-11
1639,NA,2001-06-11
1640,NA,2001-06-11
1641,NA,2001-06-11
1642,NA,2001-06-11
1643,NA,2001-06-11
1644,NA,2001-06-11
1645,NA,2001-06-11
1646,NA,2001-06-11
1647,NA,2001-06-11
1648,NA,2001-06-11
1649,NA,2001-06-11
1650,NA,2001-06-11
1651,NA,2001-06-11
1652,NA,2001-06-11
1653,NA,2001-06-11
1654,NA,2001-06-11
1655,NA,2001-06-11
1656,NA,2001-06-11
1657,NA,2001-06-11
1658,NA,2001-06-11
1659,NA,2001-06-11
1660,NA,2001-06-11
1661,NA,2001-06-11
1662,NA,2001-06-11
1663,NA,2001-06-11
1664,NA,2001-06-11
1665,NA,2001-06-11
1666,NA,2001-06-11
1667,NA,2001-06-11
1668,NA,2001-06-11
1669,NA,2001-06-11
1670,NA,2001-06-11
1671,NA,2001-06-11
1672,NA,2001-06-11
1673,NA,2001-06-11
1674,NA,2001-06-11
1675,NA,2001-06-11
1676,NA,2001-06-11
1677,NA,2001-06-11
1678,NA,2001-06-11
1679,NA,2001-06-11
1680,NA,2001-06-11
1681,NA,2001-06-11
1682,NA,2001-06-11
1683,NA,2001-06-11
1684,NA,2001-06-11
1685,NA,2001-06-11
1686,NA,2001-06-11
1687,NA,2001-06-11
1688,NA,2001-06-11
1689,NA,2001-06-11
1690,NA,2001-06-11
1691,NA,2001-06-11
1692,NA,2001-06-11
1693,NA,2001-06-11
1694,NA,2001-06-11
1695,NA,2001-06-11
1696,NA,2001-06-11
1697,NA,2001-06-11
1698,NA,2001-06-11
1699,NA,2001-06-11
1700,NA,2001-06-11
1701,NA,2001-06-11
1703,NA,2001-06-11
1704,NA,2001-06-11
1705,NA,2001-06-11
1706,NA,2001-06-11
1707,NA,2001-06-11
1708,NA,2001-06-11
1709,NA,2001-06-11
1710,NA,2001-06-11
1711,NA,2001-06-11
1712,NA,2001-06-11
1713,NA,2001-06-11
1714,NA,2001-06-11
1715,NA,2001-06-11
1716,NA,2001-06-11
1717,NA,2001-06-11
1718,NA,2001-06-11
1719,NA,2001-06-11
1720,NA,2001-06-11
1721,NA,2001-06-11
1723,NA,2001-06-11
1724,NA,2001-06-11
1726,NA,2001-06-11
1727,NA,2001-06-11
1728,NA,2001-06-11
1729,NA,2001-06-11
1731,NA,2001-06-11
1732,NA,2001-06-11
1733,NA,2001-06-11
1734,NA,2001-06-11
1735,NA,2001-06-11
1736,NA,2001-06-11
1737,NA,2001-06-11
1738,NA,2001-06-11
1739,NA,2001-06-11
1740,NA,2001-06-11
1741,NA,2001-06-11
1743,NA,2001-06-11
1744,NA,2001-06-11
1745,NA,2001-06-11
1746,NA,2001-06-11
1747,NA,2001-06-12
1748,NA,2001-06-12
1749,NA,2001-06-12
1750,NA,2001-06-12
1751,NA,2001-06-12
1752,NA,2001-06-12
1753,NA,2001-06-12
1754,NA,2001-06-12
1755,NA,2001-06-12
1756,NA,2001-06-12
1757,NA,2001-06-12
1758,NA,2001-06-12
1759,NA,2001-06-12
1760,NA,2001-06-12
1761,NA,2001-06-12
1762,NA,2001-06-12
1763,NA,2001-06-12
1764,NA,2001-06-12
1766,NA,2001-06-12
1767,NA,2001-06-12
1768,NA,2001-06-12
1769,NA,2001-06-12
1770,NA,2001-06-12
1771,NA,2001-06-12
1772,NA,2001-06-12
1773,NA,2001-06-12
1774,NA,2001-06-12
1775,NA,2001-06-12
1776,NA,2001-06-12
1777,NA,2001-06-12
1778,NA,2001-06-12
1779,NA,2001-06-12
1780,NA,2001-06-12
1781,NA,2001-06-12
1782,NA,2001-06-12
1783,NA,2001-06-12
1784,NA,2001-06-12
1785,NA,2001-06-12
1786,NA,2001-06-12
1787,NA,2001-06-12
1788,NA,2001-06-12
1789,NA,2001-06-12
1790,NA,2001-06-12
1791,NA,2001-06-12
1792,NA,2001-06-12
1793,NA,2001-06-12
1794,NA,2001-06-12
1795,NA,2001-06-12
1796,NA,2001-06-12
1797,NA,2001-06-12
1798,NA,2001-06-12
1799,NA,2001-06-12
1800,NA,2001-06-12
1801,NA,2001-06-12
1802,NA,2001-06-12
1803,NA,2001-06-12
1804,NA,2001-06-12
1805,NA,2001-06-12
1806,NA,2001-06-12
1807,NA,2001-06-12
1808,NA,2001-06-12
1809,NA,2001-06-12
1810,NA,2001-06-12
1811,NA,2001-06-12
1812,NA,2001-06-12
1813,NA,2001-06-12
1814,NA,2001-06-12
1815,NA,2001-06-12
1816,NA,2001-06-12
1817,NA,2001-06-12
1818,NA,2001-06-12
1819,NA,2001-06-12
1820,NA,2001-06-12
1821,NA,2001-06-12
1822,NA,2001-06-12
1823,NA,2001-06-12
1824,NA,2001-06-12
1825,NA,2001-06-12
1826,NA,2001-06-12
1827,NA,2001-06-12
1828,NA,2001-06-12
1829,NA,2001-06-12
1830,NA,2001-06-12
1831,NA,2001-06-12
1832,NA,2001-06-12
1833,NA,2001-06-12
1834,NA,2001-06-12
1835,NA,2001-06-12
1836,NA,2001-06-12
1837,NA,2001-06-12
1838,NA,2001-06-12
1839,NA,2001-06-12
1840,NA,2001-06-12
1841,NA,2001-06-12
1842,NA,2001-06-12
1843,NA,2001-06-12
1844,NA,2001-06-12
1845,NA,2001-06-12
1846,NA,2001-06-12
1847,NA,2001-06-12
1848,NA,2001-06-12
1849,NA,2001-06-12
1850,NA,2001-06-12
1851,NA,2001-06-12
1852,NA,2001-06-12
1853,NA,2001-06-12
1854,NA,2001-06-12
1855,NA,2001-06-12
1856,NA,2001-06-12
1857,NA,2001-06-12
1858,NA,2001-06-12
1859,NA,2001-06-12
1860,NA,2001-06-12
1861,NA,2001-06-12
1862,NA,2001-06-12
1863,NA,2001-06-12
1864,NA,2001-06-12
1865,NA,2001-06-12
1866,NA,2001-06-12
1868,NA,2001-06-12
1869,NA,2001-06-12
1870,NA,2001-06-12
1871,NA,2001-06-12
1872,NA,2001-06-12
1873,NA,2001-06-12
1874,NA,2001-06-12
1875,NA,2001-06-12
1876,NA,2001-06-12
1877,NA,2001-06-12
1878,NA,2001-06-12
1879,NA,2001-06-12
1880,NA,2001-06-12
1881,NA,2001-06-12
1882,NA,2001-06-12
1883,NA,2001-06-12
1884,NA,2001-06-12
1885,NA,2001-06-12
1886,NA,2001-06-12
1887,NA,2001-06-12
1888,NA,2001-06-12
1889,NA,2001-06-12
1890,NA,2001-06-12
1891,NA,2001-06-12
1892,NA,2001-06-12
1893,NA,2001-06-12
1894,NA,2001-06-12
1895,NA,2001-06-12
1896,NA,2001-06-12
1897,NA,2001-06-12
1898,NA,2001-06-12
1899,NA,2001-06-12
1900,NA,2001-06-12
1901,NA,2001-06-12
1902,NA,2001-06-12
1903,NA,2001-06-12
1904,NA,2001-06-12
1905,NA,2001-06-12
1906,NA,2001-06-12
1907,NA,2001-06-12
1908,NA,2001-06-12
1909,NA,2001-06-12
1910,NA,2001-06-12
1911,NA,2001-06-12
1912,NA,2001-06-12
1913,NA,2001-06-12
1914,NA,2001-06-12
1915,NA,2001-06-12
1916,NA,2001-06-12
1917,NA,2001-06-12
1918,NA,2001-06-12
1919,NA,2001-06-12
1920,NA,2001-06-12
1921,NA,2001-06-12
1922,NA,2001-06-12
1923,NA,2001-06-12
1924,NA,2001-06-12
1925,NA,2001-06-12
1926,NA,2001-06-12
1927,NA,2001-06-12
1928,NA,2001-06-12
1929,NA,2001-06-12
1930,NA,2001-06-12
1931,NA,2001-06-12
1932,NA,2001-06-12
1933,NA,2001-06-12
1934,NA,2001-06-12
1935,NA,2001-06-12
1936,NA,2001-06-12
1937,NA,2001-06-12
1938,NA,2001-06-12
1939,NA,2001-06-12
1940,NA,2001-06-12
1941,NA,2001-06-12
1942,NA,2001-06-12
1943,NA,2001-06-12
1944,NA,2001-06-12
1945,NA,2001-06-12
1946,NA,2001-06-12
1947,NA,2001-06-12
1948,NA,2001-06-12
1949,NA,2001-06-12
1950,NA,2001-06-12
1951,NA,2001-06-12
1952,NA,2001-06-12
1953,NA,2001-06-12
1954,NA,2001-06-12
1955,NA,2001-06-12
1956,NA,2001-06-12
1957,NA,2001-06-12
1958,NA,2001-06-12
1959,NA,2001-06-12
1960,NA,2001-06-12
1961,NA,2001-06-12
1962,NA,2001-06-12
1963,NA,2001-06-14
1964,NA,2001-06-14
1965,NA,2001-06-14
1966,NA,2001-06-14
1967,NA,2001-06-14
1968,NA,2001-06-14
1969,NA,2001-06-14
1970,NA,2001-06-14
1971,NA,2001-06-14
1972,NA,2001-06-14
1973,NA,2001-06-14
1974,NA,2001-06-14
1975,NA,2001-06-14
1976,NA,2001-06-14
1977,NA,2001-06-14
1978,NA,2001-06-14
1979,NA,2001-06-14
1980,NA,2001-06-14
1981,NA,2001-06-14
1982,NA,2001-06-14
1983,NA,2001-06-14
1984,NA,2001-06-14
1985,NA,2001-06-14
1986,NA,2001-06-14
1987,NA,2001-06-14
1988,NA,2001-06-14
1989,NA,2001-06-14
1990,NA,2001-06-14
1991,NA,2001-06-14
1992,NA,2001-06-14
1993,NA,2001-06-14
1994,NA,2001-06-14
1995,NA,2001-06-14
1996,NA,2001-06-14
1997,NA,2001-06-14
1998,NA,2001-06-14
1999,NA,2001-06-14
2000,NA,2001-06-14
2001,NA,2001-06-14
2002,NA,2001-06-14
2003,NA,2001-06-14
2004,NA,2001-06-14
2005,NA,2001-06-14
2006,NA,2001-06-14
2007,NA,2001-06-14
2008,NA,2001-06-14
2009,NA,2001-06-14
2010,NA,2001-06-14
2011,NA,2001-06-14
2012,NA,2001-06-14
2013,NA,2001-06-14
2014,NA,2001-06-14
2015,NA,2001-06-14
2016,NA,2001-06-14
2017,NA,2001-06-14
2018,NA,2001-06-14
2019,NA,2001-06-14
2020,NA,2001-06-14
2021,NA,2001-06-14
2022,NA,2001-06-14
2023,NA,2001-06-14
2024,NA,2001-06-14
2025,NA,2001-06-14
2026,NA,2001-06-14
2027,NA,2001-06-14
2028,NA,2001-06-14
2029,NA,2001-06-14
2030,NA,2001-06-14
2031,NA,2001-06-14
2032,NA,2001-06-14
2033,NA,2001-06-14
2034,NA,2001-06-14
2035,NA,2001-06-14
2036,NA,2001-06-14
2037,NA,2001-06-14
2038,NA,2001-06-14
2039,NA,2001-06-14
2040,NA,2001-06-14
2041,NA,2001-06-14
2042,NA,2001-06-14
2043,NA,2001-06-14
2044,NA,2001-06-14
2045,NA,2001-06-14
2046,NA,2001-06-14
2047,NA,2001-06-14
2048,NA,2001-06-14
2049,NA,2001-06-14
2050,NA,2001-06-14
2051,NA,2001-06-14
2052,NA,2001-06-14
2053,NA,2001-06-14
2054,NA,2001-06-14
2055,NA,2001-06-14
2056,NA,2001-06-14
2057,NA,2001-06-14
2058,NA,2001-06-14
2059,NA,2001-06-14
2060,NA,2001-06-14
2061,NA,2001-06-14
2062,NA,2001-06-14
2063,NA,2001-06-14
2064,NA,2001-06-14
2065,NA,2001-06-14
2066,NA,2001-06-14
2067,NA,2001-06-14
2068,NA,2001-06-14
2069,NA,2001-06-14
2070,NA,2001-06-14
2071,NA,2001-06-14
2072,NA,2001-06-14
2073,NA,2001-06-14
2074,NA,2001-06-14
2075,NA,2001-06-14
2076,NA,2001-06-14
2077,NA,2001-06-14
2078,NA,2001-06-14
2079,NA,2001-06-14
2080,NA,2001-06-14
2081,NA,2001-06-14
2082,NA,2001-06-14
2083,NA,2001-06-14
2084,NA,2001-06-14
2085,NA,2001-06-14
2086,NA,2001-06-14
2087,NA,2001-06-14
2088,NA,2001-06-14
2089,NA,2001-06-14
2090,NA,2001-06-14
2091,NA,2001-06-14
2092,NA,2001-06-14
2093,NA,2001-06-14
2094,NA,2001-06-14
2095,NA,2001-06-14
2096,NA,2001-06-14
2097,NA,2001-06-14
2098,NA,2001-06-14
2099,NA,2001-06-14
2100,NA,2001-06-14
2101,NA,2001-06-14
2102,NA,2001-06-14
2103,NA,2001-06-14
2104,NA,2001-06-14
2105,NA,2001-06-14
2106,NA,2001-06-14
2107,NA,2001-06-14
2108,NA,2001-06-14
2109,NA,2001-06-14
2110,NA,2001-06-14
2111,NA,2001-06-14
2112,NA,2001-06-14
2113,NA,2001-06-14
2114,NA,2001-06-14
2115,NA,2001-06-14
2116,NA,2001-06-14
2117,NA,2001-06-14
2118,NA,2001-06-14
2119,NA,2001-06-14
2120,NA,2001-06-14
2121,NA,2001-06-14
2122,NA,2001-06-14
2123,NA,2001-06-14
2124,NA,2001-06-14
2125,NA,2001-06-14
2126,NA,2001-06-14
2127,NA,2001-06-14
2128,NA,2001-06-14
2129,NA,2001-06-14
2130,NA,2001-06-14
2131,NA,2001-06-14
2132,NA,2001-06-14
2133,NA,2001-06-14
2134,NA,2001-06-14
2135,NA,2001-06-14
2136,NA,2001-06-14
2137,NA,2001-06-14
2138,NA,2001-06-14
2139,NA,2001-06-14
2140,NA,2001-06-14
2141,NA,2001-06-14
2142,NA,2001-06-14
2143,NA,2001-05-21
2144,NA,2001-05-21
2145,NA,2001-05-21
2146,NA,2001-05-21
2148,NA,2001-05-21
2149,NA,2001-05-21
2150,NA,2001-05-21
2152,NA,2001-05-21
2154,NA,2001-05-21
2156,NA,2001-05-21
2157,NA,2001-05-21
2158,NA,2001-05-21
2160,NA,2001-05-21
2162,NA,2001-05-21
2164,NA,2001-05-21
2165,NA,2001-05-21
2168,NA,2001-05-21
2169,NA,2001-05-21
2170,NA,2001-05-21
2172,NA,2001-05-21
2173,NA,2001-05-21
2174,NA,2001-05-21
2175,NA,2001-05-21
2176,NA,2001-05-21
2178,NA,2001-05-21
2179,NA,2001-05-21
2180,NA,2001-05-21
2181,NA,2001-05-21
2182,NA,2001-05-21
2183,NA,2001-05-21
2184,NA,2001-05-21
2185,NA,2001-05-21
2186,NA,2001-05-21
2188,NA,2001-05-21
2190,NA,2001-05-21
2191,NA,2001-05-21
2192,NA,2001-05-21
2193,NA,2001-05-21
2194,NA,2001-05-21
2196,NA,2001-05-21
2197,NA,2001-05-21
2198,NA,2001-05-21
2199,NA,2001-05-21
2200,NA,2001-05-21
2201,NA,2001-05-21
2202,NA,2001-05-21
2203,NA,2001-05-21
2204,NA,2001-05-21
2205,NA,2001-05-21
2206,NA,2001-05-21
2207,NA,2001-05-21
2208,NA,2001-05-21
2209,NA,2001-05-21
2210,NA,2001-05-21
2212,NA,2001-05-21
2213,NA,2001-05-21
2214,NA,2001-05-21
2215,NA,2001-05-21
2216,NA,2001-05-21
2217,NA,2001-05-21
2218,NA,2001-05-21
2219,NA,2001-05-21
2221,NA,2001-05-21
2222,NA,2001-05-21
2223,NA,2001-05-21
2225,NA,2001-05-21
2228,NA,2001-05-21
2229,NA,2001-05-21
2231,NA,2001-05-21
2232,NA,2001-05-21
2233,NA,2001-05-21
2234,NA,2001-05-21
2236,NA,2001-05-21
2237,NA,2001-05-21
2238,NA,2001-05-21
2240,NA,2001-05-21
2242,NA,2001-05-21
2244,NA,2001-05-21
2245,NA,2001-05-21
2246,NA,2001-05-21
2248,NA,2001-05-21
2249,NA,2001-05-21
2251,NA,2001-05-22
2252,NA,2001-05-22
2253,NA,2001-05-22
2254,NA,2001-05-22
2255,NA,2001-05-22
2256,NA,2001-05-22
2257,NA,2001-05-22
2258,NA,2001-05-22
2259,NA,2001-05-22
2260,NA,2001-05-22
2261,NA,2001-05-22
2262,NA,2001-05-22
2263,NA,2001-05-22
2264,NA,2001-05-22
2265,NA,2001-05-22
2267,NA,2001-05-22
2268,NA,2001-05-22
2269,NA,2001-05-22
2270,NA,2001-05-22
2271,NA,2001-05-22
2272,NA,2001-05-22
2273,NA,2001-05-22
2274,NA,2001-05-22
2275,NA,2001-05-22
2276,NA,2001-05-22
2277,NA,2001-05-22
2278,NA,2001-05-22
2279,NA,2001-05-22
2280,NA,2001-05-22
2281,NA,2001-05-22
2282,NA,2001-05-22
2283,NA,2001-05-22
2284,NA,2001-05-22
2285,NA,2001-05-22
2286,NA,2001-05-22
2287,NA,2001-05-22
2288,NA,2001-05-22
2289,NA,2001-05-22
2290,NA,2001-05-22
2291,NA,2001-05-22
2292,NA,2001-05-22
2293,NA,2001-05-22
2294,NA,2001-05-22
2295,NA,2001-05-22
2296,NA,2001-05-22
2297,NA,2001-05-22
2298,NA,2001-05-22
2299,NA,2001-05-22
2301,NA,2001-05-22
2302,NA,2001-05-22
2303,NA,2001-05-22
2304,NA,2001-05-22
2305,NA,2001-05-22
2306,NA,2001-05-22
2307,NA,2001-05-22
2308,NA,2001-05-22
2309,NA,2001-05-22
2310,NA,2001-05-22
2311,NA,2001-05-22
2312,NA,2001-05-22
2313,NA,2001-05-22
2314,NA,2001-05-22
2315,NA,2001-05-22
2316,NA,2001-05-22
2317,NA,2001-05-22
2318,NA,2001-05-22
2319,NA,2001-05-22
2320,NA,2001-05-22
