micro_hab_data_tbl_id,location_table_id,transect_code,fish_data_id,date,count,species,fl_mm,dist_to_bottom,depth,focal_velocity,velocity,surface_turbidity,percent_fine_substrate,percent_sand_substrate,percent_small_gravel_substrate,percent_large_gravel_substrate,percent_cobble_substrate,percent_boulder_substrate,percent_no_cover_inchannel,percent_small_woody_cover_inchannel,percent_large_woody_cover_inchannel,percent_submerged_aquatic_veg_inchannel,percent_undercut_bank,percent_no_cover_overhead,percent_cover_half_meter_overhead,percent_cover_more_than_half_meter_overhead,channel_geomorphic_unit
1935,64,6.1,NA,2001-06-12,0,NA,NA,NA,19,NA,0,0,0,100,0,0,0,0,20,0,0,80,0,100,0,0,NA
1936,64,6.2,NA,2001-06-12,0,NA,NA,NA,32,NA,0,0,0,100,0,0,0,0,90,0,0,10,0,100,0,0,NA
1937,64,6.3,NA,2001-06-12,0,NA,NA,NA,29,NA,0.44,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,NA
1938,64,6.4,NA,2001-06-12,0,NA,NA,NA,41,NA,1.32,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,NA
1939,64,9.1,NA,2001-06-12,0,NA,NA,NA,9,NA,0,0,0,25,25,50,0,0,40,0,0,60,0,100,0,0,NA
1940,64,9.2,NA,2001-06-12,0,NA,NA,NA,29,NA,0.31,0,0,50,50,0,0,0,100,0,0,0,0,100,0,0,NA
1941,64,9.3,NA,2001-06-12,0,NA,NA,NA,45,NA,0.54,10,0,50,50,0,0,0,90,10,0,0,0,100,0,0,NA
1942,64,9.4,NA,2001-06-12,0,NA,NA,NA,72,NA,0.55,30,0,0,50,50,0,0,85,15,0,0,0,100,0,0,NA
1943,64,12.1,NA,2001-06-12,0,NA,NA,NA,25,NA,0.77,0,0,0,100,0,0,0,5,80,0,15,0,25,75,0,NA
1944,64,12.2,NA,2001-06-12,0,NA,NA,NA,73,NA,1.18,0,0,0,50,50,0,0,70,30,0,0,0,100,0,0,NA
1945,64,12.3,NA,2001-06-12,0,NA,NA,NA,83,NA,1.65,0,0,0,40,40,20,0,100,0,0,0,0,55,0,45,NA
1946,64,12.4,NA,2001-06-12,0,NA,NA,NA,82,NA,1.95,0,0,0,70,30,0,0,100,0,0,0,0,100,0,0,NA
1947,64,15.1,NA,2001-06-12,0,NA,NA,NA,11,NA,0,0,0,50,10,40,0,0,100,0,0,0,0,100,0,0,NA
1948,64,15.2,NA,2001-06-12,0,NA,NA,NA,35,NA,0,0,0,10,80,10,0,0,100,0,0,0,0,100,0,0,NA
1949,64,15.3,NA,2001-06-12,0,NA,NA,NA,46,NA,0.72,0,0,10,80,10,0,0,100,0,0,0,0,100,0,0,NA
1950,64,15.4,NA,2001-06-12,0,NA,NA,NA,74,NA,0.85,0,0,0,60,40,0,0,100,0,0,0,0,100,0,0,NA
1951,64,18.1,NA,2001-06-12,0,NA,NA,NA,14,NA,0,0,0,0,60,40,0,0,100,0,0,0,0,100,0,0,NA
1952,64,18.2,NA,2001-06-12,0,NA,NA,NA,35,NA,0,0,0,0,30,40,30,0,90,0,0,10,0,100,0,0,NA
1953,64,18.3,NA,2001-06-12,0,NA,NA,NA,60,NA,0,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,NA
1954,64,18.4,NA,2001-06-12,0,NA,NA,NA,76,NA,0.38,0,0,50,50,0,0,0,100,0,0,0,0,100,0,0,NA
1955,64,21.1,NA,2001-06-12,0,NA,NA,NA,12,NA,0,0,0,60,10,30,0,0,100,0,0,0,0,100,0,0,NA
1956,64,21.2,NA,2001-06-12,0,NA,NA,NA,39,NA,0,0,0,70,0,20,10,0,60,0,0,40,0,100,0,0,NA
1957,64,21.3,NA,2001-06-12,0,NA,NA,NA,67,NA,0,0,0,75,0,25,0,0,80,10,0,10,0,100,0,0,NA
1958,64,21.4,NA,2001-06-12,0,NA,NA,NA,92,NA,0,0,0,60,10,30,0,0,70,0,0,30,0,100,0,0,NA
1959,64,24.1,NA,2001-06-12,0,NA,NA,NA,17,NA,0,0,0,100,0,0,0,0,20,10,0,70,0,0,70,30,NA
1960,64,24.2,NA,2001-06-12,0,NA,NA,NA,27,NA,0,0,0,100,0,0,0,0,50,0,0,50,0,100,0,0,NA
1961,64,24.3,NA,2001-06-12,0,NA,NA,NA,48,NA,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,NA
1962,64,24.4,NA,2001-06-12,0,NA,NA,NA,69,NA,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,NA
1963,65,0.1,NA,2001-06-14,0,NA,NA,NA,16,NA,0.8,0,0,0,40,20,10,30,90,0,0,10,0,100,0,0,glide
1964,65,0.2,NA,2001-06-14,0,NA,NA,NA,35,NA,1.09,0,0,0,0,65,10,25,100,0,0,0,0,100,0,0,glide
1965,65,0.3,NA,2001-06-14,0,NA,NA,NA,48,NA,1.58,10,0,0,0,25,50,25,100,0,0,0,0,100,0,0,glide
1966,65,0.4,NA,2001-06-14,0,NA,NA,NA,66,NA,1.59,10,0,0,30,30,40,0,100,0,0,0,0,100,0,0,glide
1967,65,3.1,NA,2001-06-14,0,NA,NA,NA,18,NA,1.8,0,0,0,90,10,0,0,65,10,0,25,0,80,20,0,glide
1968,65,3.2,NA,2001-06-14,0,NA,NA,NA,40,NA,1.73,0,0,0,30,35,25,10,100,0,0,0,0,100,0,0,glide
1969,65,3.3,NA,2001-06-14,0,NA,NA,NA,45,NA,2.03,10,0,0,50,25,25,0,100,0,0,0,0,100,0,0,glide
1970,65,3.4,NA,2001-06-14,0,NA,NA,NA,67,NA,1.64,10,0,0,25,25,50,0,100,0,0,0,0,100,0,0,glide
1971,65,6.1,NA,2001-06-14,0,NA,NA,NA,15,NA,0,0,0,70,0,10,20,0,65,25,0,10,0,70,10,20,glide margin
1972,65,6.2,NA,2001-06-14,0,NA,NA,NA,46,NA,1.45,20,0,0,70,10,20,0,100,0,0,0,0,90,0,10,glide
1973,65,6.3,NA,2001-06-14,0,NA,NA,NA,52,NA,1.91,10,0,0,60,20,10,10,100,0,0,0,0,100,0,0,glide
1974,65,6.4,NA,2001-06-14,0,NA,NA,NA,51,NA,2.02,10,0,0,65,0,10,25,100,0,0,0,0,100,0,0,glide
1975,65,9.1,NA,2001-06-14,0,NA,NA,NA,35,NA,0.64,0,0,0,75,0,25,0,40,30,0,30,0,100,0,0,glide
1976,65,9.2,NA,2001-06-14,0,NA,NA,NA,54,NA,1.75,10,0,0,80,10,10,0,100,0,0,0,0,100,0,0,glide
1977,65,9.3,NA,2001-06-14,0,NA,NA,NA,71,NA,2.24,10,0,0,25,25,50,0,100,0,0,0,0,100,0,0,glide
1978,65,9.4,NA,2001-06-14,0,NA,NA,NA,67,NA,2.26,10,0,0,25,25,40,10,100,0,0,0,0,100,0,0,glide
1979,65,12.1,NA,2001-06-14,0,NA,NA,NA,15,NA,0,10,0,0,40,40,10,10,65,25,0,10,0,65,35,0,glide
1980,65,12.2,NA,2001-06-14,0,NA,NA,NA,45,NA,1.55,10,0,35,30,10,0,25,100,0,0,0,0,100,0,0,glide
1981,65,12.3,NA,2001-06-14,0,NA,NA,NA,48,NA,1.98,10,0,0,90,0,10,0,100,0,0,0,0,100,0,0,glide
1982,65,12.4,NA,2001-06-14,0,NA,NA,NA,67,NA,2.7,10,0,0,0,50,50,0,100,0,0,0,0,100,0,0,glide
1983,65,15.1,NA,2001-06-14,0,NA,NA,NA,16,NA,0.6,0,0,0,70,10,10,10,10,80,0,10,0,15,75,10,glide
1984,65,15.2,NA,2001-06-14,0,NA,NA,NA,27,NA,3.13,0,0,0,75,15,10,0,100,0,0,0,0,100,0,0,glide
1985,65,15.3,NA,2001-06-14,0,NA,NA,NA,34,NA,3.06,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
1986,65,15.4,NA,2001-06-14,0,NA,NA,NA,47,NA,3.37,10,0,0,25,50,25,0,100,0,0,0,0,100,0,0,glide
1987,65,18.1,NA,2001-06-14,0,NA,NA,NA,32,NA,0,0,0,75,25,0,0,0,45,25,30,0,0,80,20,0,pool
1988,65,18.2,NA,2001-06-14,0,NA,NA,NA,34,NA,0,0,0,100,0,0,0,0,45,30,15,10,0,80,20,0,pool
1989,65,18.3,NA,2001-06-14,0,NA,NA,NA,39,NA,0,0,0,80,10,0,10,0,75,25,0,0,0,80,20,0,pool
1990,65,18.4,NA,2001-06-14,0,NA,NA,NA,47,NA,0,0,0,40,50,0,10,0,75,25,0,0,0,100,0,0,pool
1991,65,21.1,NA,2001-06-14,0,NA,NA,NA,16,NA,0,0,0,100,0,0,0,0,85,0,0,15,0,100,0,0,pool
1992,65,21.2,NA,2001-06-14,0,NA,NA,NA,38,NA,0,0,0,100,0,0,0,0,25,15,0,60,0,100,0,0,pool
1993,65,21.3,NA,2001-06-14,0,NA,NA,NA,43,NA,0,0,0,100,0,0,0,0,0,0,30,70,0,100,0,0,pool
1994,65,21.4,NA,2001-06-14,0,NA,NA,NA,62,NA,0,0,0,100,0,0,0,0,25,10,0,65,0,100,0,0,pool
1995,65,24.1,NA,2001-06-14,0,NA,NA,NA,19,NA,0,0,0,100,0,0,0,0,85,0,0,15,0,100,0,0,pool
1996,65,24.2,NA,2001-06-14,0,NA,NA,NA,53,NA,0,0,0,100,0,0,0,0,25,0,0,75,0,100,0,0,pool
1997,65,24.3,NA,2001-06-14,0,NA,NA,NA,56,NA,0,0,0,75,0,25,0,0,30,0,0,70,0,100,0,0,pool
1998,65,24.4,NA,2001-06-14,0,NA,NA,NA,62,NA,0,0,0,90,0,0,10,0,0,25,0,75,0,100,0,0,pool
1999,66,0.1,NA,2001-06-14,0,NA,NA,NA,20,NA,0.47,0,0,0,10,30,60,0,60,0,0,40,0,100,0,0,glide
2000,66,0.2,NA,2001-06-14,0,NA,NA,NA,40,NA,0.73,0,0,0,25,25,30,20,85,0,0,15,0,100,0,0,glide
2001,66,0.3,NA,2001-06-14,0,NA,NA,NA,66,NA,1.1,0,0,0,0,30,60,10,100,0,0,0,0,100,0,0,glide
2002,66,0.4,NA,2001-06-14,0,NA,NA,NA,11,NA,1.36,0,0,0,0,80,10,10,100,0,0,0,0,100,0,0,glide
2003,66,3.1,NA,2001-06-14,0,NA,NA,NA,16,NA,0.73,0,0,0,10,20,70,0,100,0,0,0,0,75,0,25,glide
2004,66,3.2,NA,2001-06-14,0,NA,NA,NA,45,NA,1.24,0,0,0,40,0,35,25,100,0,0,0,0,100,0,0,glide
2005,66,3.3,NA,2001-06-14,0,NA,NA,NA,72,NA,1.48,0,0,0,0,50,40,10,100,0,0,0,0,100,0,0,glide
2006,66,3.4,NA,2001-06-14,0,NA,NA,NA,120,NA,1.7,0,0,0,0,80,10,10,100,0,0,0,0,100,0,0,glide
2007,66,6.1,NA,2001-06-14,0,NA,NA,NA,23,NA,0.47,0,0,0,0,0,50,50,100,0,0,0,0,50,0,50,glide
2008,66,6.2,NA,2001-06-14,0,NA,NA,NA,39,NA,1.01,0,0,0,0,0,20,80,100,0,0,0,0,100,0,0,glide
2009,66,6.3,NA,2001-06-14,0,NA,NA,NA,58,NA,1.21,0,0,0,25,25,20,30,100,0,0,0,0,100,0,0,glide
2010,66,6.4,NA,2001-06-14,0,NA,NA,NA,86,NA,1.08,0,0,0,0,20,50,30,100,0,0,0,0,100,0,0,glide
2011,66,9.1,NA,2001-06-14,0,NA,NA,NA,11,NA,1.05,0,0,0,0,30,70,0,100,0,0,0,0,100,0,0,glide
2012,66,9.2,NA,2001-06-14,0,NA,NA,NA,36,NA,1.75,0,0,0,0,40,60,0,100,0,0,0,0,100,0,0,glide
2013,66,9.3,NA,2001-06-14,0,NA,NA,NA,55,NA,1.73,0,0,0,0,20,80,0,100,0,0,0,0,100,0,0,glide
2014,66,9.4,NA,2001-06-14,0,NA,NA,NA,100,NA,1.79,0,0,0,0,0,50,50,100,0,0,0,0,100,0,0,glide
2015,66,12.1,NA,2001-06-14,0,NA,NA,NA,10,NA,0.08,0,0,0,30,20,20,30,100,0,0,0,0,100,0,0,glide
2016,66,12.2,NA,2001-06-14,0,NA,NA,NA,38,NA,1.79,0,0,0,20,20,60,0,100,0,0,0,0,100,0,0,glide
2017,66,12.3,NA,2001-06-14,0,NA,NA,NA,51,NA,2.41,0,0,0,20,50,0,30,100,0,0,0,0,100,0,0,glide
2018,66,12.4,NA,2001-06-14,0,NA,NA,NA,89,NA,2.1,0,0,0,0,10,30,60,100,0,0,0,0,100,0,0,glide
2019,66,15.1,NA,2001-06-14,0,NA,NA,NA,17,NA,1.41,0,0,0,10,70,0,20,100,0,0,0,0,100,0,0,glide
2020,66,15.2,NA,2001-06-14,0,NA,NA,NA,36,NA,2.3,0,0,0,80,10,10,0,100,0,0,0,0,100,0,0,glide
2021,66,15.3,NA,2001-06-14,0,NA,NA,NA,52,NA,2.26,0,0,0,0,80,20,0,100,0,0,0,0,100,0,0,glide
2022,66,15.4,NA,2001-06-14,0,NA,NA,NA,81,NA,2.43,0,0,0,20,20,60,0,100,0,0,0,0,100,0,0,glide
2023,66,18.1,NA,2001-06-14,0,NA,NA,NA,16,NA,0,0,0,0,0,75,15,10,100,0,0,0,0,100,0,0,glide
2024,66,18.2,NA,2001-06-14,0,NA,NA,NA,51,NA,1.1,0,0,0,0,10,90,0,100,0,0,0,0,100,0,0,glide
2025,66,18.3,NA,2001-06-14,0,NA,NA,NA,66,NA,1.66,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,glide
2026,66,18.4,NA,2001-06-14,0,NA,NA,NA,83,NA,1.94,0,0,0,10,80,10,0,100,0,0,0,0,100,0,0,glide
2027,66,21.1,NA,2001-06-14,0,NA,NA,NA,15,NA,0.85,0,0,0,0,10,60,30,100,0,0,0,0,100,0,0,glide
2028,66,21.2,NA,2001-06-14,0,NA,NA,NA,62,NA,1.53,0,0,0,0,10,90,0,100,0,0,0,0,100,0,0,glide
2029,66,21.3,NA,2001-06-14,0,NA,NA,NA,95,NA,2.11,0,0,0,0,20,80,0,100,0,0,0,0,100,0,0,glide
2030,66,21.4,NA,2001-06-14,0,NA,NA,NA,100,NA,2.14,0,0,0,0,20,80,0,100,0,0,0,0,100,0,0,glide
2031,66,24.1,NA,2001-06-14,0,NA,NA,NA,12,NA,0.56,0,0,0,20,20,50,10,100,0,0,0,0,100,0,0,glide
2032,66,24.2,NA,2001-06-14,0,NA,NA,NA,36,NA,1.06,0,0,0,10,40,50,0,100,0,0,0,0,100,0,0,glide
2033,66,24.3,NA,2001-06-14,0,NA,NA,NA,69,NA,1.9,0,0,0,0,60,40,0,100,0,0,0,0,100,0,0,glide
2034,66,24.4,NA,2001-06-14,0,NA,NA,NA,82,NA,2.36,0,0,0,10,80,0,10,100,0,0,0,0,100,0,0,glide
2035,67,0.1,NA,2001-06-14,0,NA,NA,NA,5,NA,0,0,0,0,30,30,30,10,100,0,0,0,0,100,0,0,pool
2036,67,0.2,NA,2001-06-14,0,NA,NA,NA,15,NA,0,0,0,0,0,85,15,0,100,0,0,0,0,100,0,0,pool
2037,67,0.3,NA,2001-06-14,0,NA,NA,NA,25,NA,0,0,0,0,10,60,30,0,100,0,0,0,0,100,0,0,pool
2038,67,0.4,NA,2001-06-14,0,NA,NA,NA,39,NA,0,0,0,0,40,40,20,0,100,0,0,0,0,100,0,0,pool
2039,67,3.1,NA,2001-06-14,0,NA,NA,NA,8,NA,0,0,0,0,25,40,35,0,100,0,0,0,0,100,0,0,pool
2040,67,3.2,NA,2001-06-14,0,NA,NA,NA,16,NA,0,0,0,0,40,40,20,0,100,0,0,0,0,100,0,0,pool
2041,67,3.3,NA,2001-06-14,0,NA,NA,NA,23,NA,0,0,0,0,35,40,25,0,100,0,0,0,0,100,0,0,pool
2042,67,3.4,NA,2001-06-14,0,NA,NA,NA,36,NA,0,0,0,0,0,55,30,15,100,0,0,0,0,100,0,0,pool
2043,67,6.1,NA,2001-06-14,0,NA,NA,NA,8,NA,0,0,0,0,20,45,35,0,100,0,0,0,0,100,0,0,pool
2044,67,6.2,NA,2001-06-14,0,NA,NA,NA,16,NA,0,0,0,0,25,25,30,20,100,0,0,0,0,100,0,0,pool
2045,67,6.3,NA,2001-06-14,0,NA,NA,NA,21,NA,0,0,0,0,45,25,30,0,100,0,0,0,0,100,0,0,pool
2046,67,6.4,NA,2001-06-14,0,NA,NA,NA,30,NA,0,0,0,0,75,0,25,0,100,0,0,0,0,100,0,0,pool
2047,67,9.1,NA,2001-06-14,0,NA,NA,NA,7,NA,0,0,0,0,25,50,25,0,100,0,0,0,0,100,0,0,pool
2048,67,9.2,NA,2001-06-14,0,NA,NA,NA,13,NA,0,0,0,0,60,10,20,10,100,0,0,0,0,100,0,0,pool
2049,67,9.3,NA,2001-06-14,0,NA,NA,NA,25,NA,0,0,0,0,75,0,25,0,100,0,0,0,0,100,0,0,pool
2050,67,9.4,NA,2001-06-14,0,NA,NA,NA,37,NA,0,0,0,0,45,30,25,0,100,0,0,0,0,100,0,0,pool
2051,67,12.1,NA,2001-06-14,0,NA,NA,NA,10,NA,0,0,0,0,40,30,30,0,100,0,0,0,0,100,0,0,pool
2052,67,12.2,NA,2001-06-14,0,NA,NA,NA,12,NA,0,0,0,0,75,10,15,0,100,0,0,0,0,100,0,0,pool
2053,67,12.3,NA,2001-06-14,0,NA,NA,NA,24,NA,0,0,0,0,50,25,25,0,100,0,0,0,0,100,0,0,pool
2054,67,12.4,NA,2001-06-14,0,NA,NA,NA,31,NA,0,0,0,0,40,0,50,10,100,0,0,0,0,100,0,0,pool
2055,67,15.1,NA,2001-06-14,0,NA,NA,NA,7,NA,0,0,0,0,45,20,35,0,100,0,0,0,0,100,0,0,pool
2056,67,15.2,NA,2001-06-14,0,NA,NA,NA,10,NA,0,0,0,0,10,60,15,15,100,0,0,0,0,100,0,0,pool
2057,67,15.3,NA,2001-06-14,0,NA,NA,NA,17,NA,0,0,0,0,35,40,25,0,100,0,0,0,0,100,0,0,pool
2058,67,15.4,NA,2001-06-14,0,NA,NA,NA,21,NA,0,0,0,0,20,40,15,25,100,0,0,0,0,100,0,0,pool
2059,67,18.1,NA,2001-06-14,0,NA,NA,NA,3,NA,0,0,0,0,30,40,30,0,90,0,0,10,0,90,10,0,pool
2060,67,18.2,NA,2001-06-14,0,NA,NA,NA,11,NA,0,0,0,0,60,0,30,10,100,0,0,0,0,100,0,0,pool
2061,67,18.3,NA,2001-06-14,0,NA,NA,NA,14,NA,0,0,0,0,40,30,30,0,100,0,0,0,0,100,0,0,pool
2062,67,18.4,NA,2001-06-14,0,NA,NA,NA,19,NA,0,0,0,0,70,20,10,0,100,0,0,0,0,100,0,0,pool
2063,67,21.1,NA,2001-06-14,0,NA,NA,NA,7,NA,1.09,0,0,0,0,80,20,0,100,0,0,0,0,100,0,0,riffle
2064,67,21.2,NA,2001-06-14,0,NA,NA,NA,8,NA,0.41,0,0,0,0,85,15,0,100,0,0,0,0,100,0,0,riffle
2065,67,21.3,NA,2001-06-14,0,NA,NA,NA,14,NA,0,0,0,0,0,90,10,0,100,0,0,0,0,100,0,0,pool
2066,67,21.4,NA,2001-06-14,0,NA,NA,NA,22,NA,0,0,0,0,0,85,15,0,100,0,0,0,0,100,0,0,pool
2067,67,24.1,NA,2001-06-14,0,NA,NA,NA,9,NA,1.28,0,0,0,0,35,40,25,90,0,0,10,0,100,0,0,riffle
2068,67,24.2,NA,2001-06-14,0,NA,NA,NA,8,NA,2,0,0,0,0,50,50,0,90,0,0,10,0,100,0,0,riffle
2069,67,24.3,NA,2001-06-14,0,NA,NA,NA,8,NA,2.2,0,0,0,0,60,25,15,100,0,0,0,0,100,0,0,riffle
2070,67,24.4,NA,2001-06-14,0,NA,NA,NA,11,NA,1.54,0,0,0,0,75,25,0,100,0,0,0,0,100,0,0,riffle
2071,68,0.1,NA,2001-06-14,0,NA,NA,NA,12,NA,0.5,0,0,0,0,70,30,0,100,0,0,0,0,100,0,0,riffle margin
2072,68,0.2,NA,2001-06-14,0,NA,NA,NA,25,NA,1.27,0,0,0,40,60,0,0,100,0,0,0,0,100,0,0,riffle margin
2073,68,0.3,NA,2001-06-14,0,NA,NA,NA,35,NA,1.92,10,0,0,10,90,0,0,100,0,0,0,0,100,0,0,riffle
2074,68,0.4,NA,2001-06-14,0,NA,NA,NA,46,NA,2.95,25,0,0,10,90,0,0,100,0,0,0,0,100,0,0,riffle
2075,68,3.1,NA,2001-06-14,0,NA,NA,NA,16,NA,1.01,0,0,0,0,50,40,10,100,0,0,0,0,100,0,0,riffle margin
2076,68,3.2,NA,2001-06-14,0,NA,NA,NA,25,NA,1.29,0,0,0,30,60,10,0,100,0,0,0,0,100,0,0,riffle margin
2077,68,3.3,NA,2001-06-14,0,NA,NA,NA,32,NA,1.81,10,0,0,20,70,10,0,100,0,0,0,0,100,0,0,riffle
2078,68,3.4,NA,2001-06-14,0,NA,NA,NA,48,NA,4.07,45,0,0,10,90,0,0,100,0,0,0,0,100,0,0,riffle
2079,68,6.1,NA,2001-06-14,0,NA,NA,NA,16,NA,0.47,0,0,0,0,10,90,0,100,0,0,0,0,100,0,0,riffle margin
2080,68,6.2,NA,2001-06-14,0,NA,NA,NA,19,NA,1.46,0,0,0,10,10,80,0,100,0,0,0,0,100,0,0,riffle margin
2081,68,6.3,NA,2001-06-14,0,NA,NA,NA,27,NA,2,10,0,0,10,80,10,0,100,0,0,0,0,100,0,0,riffle
2082,68,6.4,NA,2001-06-14,0,NA,NA,NA,39,NA,3.56,20,0,0,10,80,10,0,100,0,0,0,0,100,0,0,riffle
2083,68,9.1,NA,2001-06-14,0,NA,NA,NA,19,NA,0,0,0,0,50,10,30,10,100,0,0,0,0,100,0,0,riffle margin
2084,68,9.2,NA,2001-06-14,0,NA,NA,NA,23,NA,0.86,10,0,0,20,80,0,0,100,0,0,0,0,100,0,0,riffle
2085,68,9.3,NA,2001-06-14,0,NA,NA,NA,32,NA,0.51,10,0,0,10,90,0,0,100,0,0,0,0,100,0,0,riffle
2086,68,9.4,NA,2001-06-14,0,NA,NA,NA,40,NA,2.41,20,0,0,10,80,10,0,100,0,0,0,0,100,0,0,riffle
2087,68,12.1,NA,2001-06-14,0,NA,NA,NA,9,NA,1.45,0,0,0,10,90,0,0,100,0,0,0,0,100,0,0,riffle margin
2088,68,12.2,NA,2001-06-14,0,NA,NA,NA,10,NA,0.56,10,0,0,0,100,0,0,100,0,0,0,0,100,0,0,riffle margin
2089,68,12.3,NA,2001-06-14,0,NA,NA,NA,26,NA,1.18,10,0,0,10,90,0,0,100,0,0,0,0,100,0,0,riffle margin
2090,68,12.4,NA,2001-06-14,0,NA,NA,NA,48,NA,1.6,20,0,0,10,80,10,0,100,0,0,0,0,100,0,0,riffle
2091,68,15.1,NA,2001-06-14,0,NA,NA,NA,15,NA,0.27,0,0,0,10,40,50,0,100,0,0,0,0,100,0,0,riffle margin
2092,68,15.2,NA,2001-06-14,0,NA,NA,NA,19,NA,1.22,0,0,0,20,80,0,0,100,0,0,0,0,100,0,0,riffle margin
2093,68,15.3,NA,2001-06-14,0,NA,NA,NA,35,NA,2.25,10,0,0,80,20,0,0,100,0,0,0,0,100,0,0,riffle
2094,68,15.4,NA,2001-06-14,0,NA,NA,NA,45,NA,3.42,25,0,0,50,50,0,0,100,0,0,0,0,100,0,0,riffle
2095,68,18.1,NA,2001-06-14,0,NA,NA,NA,12,NA,0,0,0,0,10,70,20,0,100,0,0,0,0,100,0,0,riffle margin
2096,68,18.2,NA,2001-06-14,0,NA,NA,NA,31,NA,0,10,0,0,0,80,10,10,100,0,0,0,0,100,0,0,riffle margin
2097,68,18.3,NA,2001-06-14,0,NA,NA,NA,41,NA,0.85,0,0,0,10,80,10,0,100,0,0,0,0,100,0,0,riffle
2098,68,18.4,NA,2001-06-14,0,NA,NA,NA,59,NA,1.8,20,0,0,10,80,10,0,100,0,0,0,0,100,0,0,riffle
2099,68,21.1,NA,2001-06-14,0,NA,NA,NA,6,NA,0.49,0,0,0,70,30,0,0,100,0,0,0,0,100,0,0,riffle margin
2100,68,21.2,NA,2001-06-14,0,NA,NA,NA,9,NA,0.32,0,0,0,40,60,0,0,100,0,0,0,0,100,0,0,riffle margin
2101,68,21.3,NA,2001-06-14,0,NA,NA,NA,21,NA,1.36,0,0,0,20,60,20,0,100,0,0,0,0,100,0,0,riffle margin
2102,68,21.4,NA,2001-06-14,0,NA,NA,NA,37,NA,1.9,10,0,0,10,10,80,0,100,0,0,0,0,100,0,0,riffle
2103,68,24.1,NA,2001-06-14,0,NA,NA,NA,9,NA,0,0,0,0,0,80,20,0,100,0,0,0,0,100,0,0,riffle margin
2104,68,24.2,NA,2001-06-14,0,NA,NA,NA,29,NA,0,0,0,0,10,80,10,0,100,0,0,0,0,100,0,0,riffle margin
2105,68,24.3,NA,2001-06-14,0,NA,NA,NA,36,NA,0.37,0,0,0,60,30,10,0,100,0,0,0,0,100,0,0,riffle margin
2106,68,24.4,NA,2001-06-14,0,NA,NA,NA,41,NA,1.01,10,0,0,20,60,20,0,100,0,0,0,0,100,0,0,riffle margin
2107,69,0.1,NA,2001-06-14,0,NA,NA,NA,8,NA,0,0,0,0,50,20,30,0,90,0,0,10,0,100,0,0,glide margin
2108,69,0.2,NA,2001-06-14,0,NA,NA,NA,10,NA,0,0,0,0,50,40,10,0,100,0,0,0,0,100,0,0,glide margin
2109,69,0.3,NA,2001-06-14,0,NA,NA,NA,14,NA,0,0,0,0,50,40,10,0,90,0,0,10,0,100,0,0,glide margin
2110,69,0.4,NA,2001-06-14,0,NA,NA,NA,18,NA,0,0,0,0,75,10,15,0,100,0,0,0,0,100,0,0,glide margin
2111,69,3.1,NA,2001-06-14,0,NA,NA,NA,5,NA,0,0,0,0,40,50,10,0,100,0,0,0,0,100,0,0,glide margin
2112,69,3.2,NA,2001-06-14,0,NA,NA,NA,6,NA,0,0,0,0,0,80,20,0,100,0,0,0,0,100,0,0,glide margin
2113,69,3.3,NA,2001-06-14,0,NA,NA,NA,9,NA,0,0,0,0,10,80,10,0,100,0,0,0,0,100,0,0,glide margin
2114,69,3.4,NA,2001-06-14,0,NA,NA,NA,16,NA,0,0,0,0,0,100,0,0,90,0,0,10,0,100,0,0,glide margin
2115,69,6.1,NA,2001-06-14,0,NA,NA,NA,6,NA,0,0,0,0,30,60,10,0,100,0,0,0,0,100,0,0,glide margin
2116,69,6.2,NA,2001-06-14,0,NA,NA,NA,6,NA,0,0,0,0,25,75,0,0,100,0,0,0,0,100,0,0,glide margin
2117,69,6.3,NA,2001-06-14,0,NA,NA,NA,12,NA,0,0,0,0,0,80,10,10,100,0,0,0,0,100,0,0,glide margin
2118,69,6.4,NA,2001-06-14,0,NA,NA,NA,16,NA,0,0,0,0,40,50,10,0,100,0,0,0,0,100,0,0,glide margin
2119,69,9.1,NA,2001-06-14,0,NA,NA,NA,4,NA,0,0,0,0,0,90,10,0,100,0,0,0,0,75,25,0,glide margin
2120,69,9.2,NA,2001-06-14,0,NA,NA,NA,9,NA,0,0,0,0,10,90,0,0,100,0,0,0,0,100,0,0,glide margin
2121,69,9.3,NA,2001-06-14,0,NA,NA,NA,16,NA,0,0,0,0,10,80,10,0,100,0,0,0,0,100,0,0,glide margin
2122,69,9.4,NA,2001-06-14,0,NA,NA,NA,18,NA,0,0,0,0,30,50,20,0,100,0,0,0,0,100,0,0,glide margin
2123,69,12.1,NA,2001-06-14,0,NA,NA,NA,4,NA,0,0,0,0,0,75,25,0,100,0,0,0,0,100,0,0,glide margin
2124,69,12.2,NA,2001-06-14,0,NA,NA,NA,11,NA,0,0,0,0,10,80,10,0,100,0,0,0,0,100,0,0,glide margin
2125,69,12.3,NA,2001-06-14,0,NA,NA,NA,20,NA,0,0,0,0,65,35,0,0,90,0,0,10,0,100,0,0,glide margin
